	Unnamed: 0	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test	stance	stance_id
504	504	2	3	t21	Scientists’ most extreme projections about sea-level rise appear to have been rejected as “ outliers ” by Working Group I.	neutral	neutral	disagrees	disagrees	neutral	disagrees	neutral	disagrees	0.3522376511652515	0.0042144681800563	0.6435478806546922	2_3_t21	False	neutral	1
505	505	2	3	t22	Developing countries are paying the price for the carbon-intensive practices of a few countries.	neutral	neutral	agrees	neutral	neutral	neutral	agrees	agrees	0.0034190184076862	0.4403658261974814	0.5562151553948324	2_3_t22	False	neutral	1
506	506	2	3	t23	The “ modern maximum ” – a peak in solar activity that lasted much of the last century – corresponds very well with an increase in global temperatures.	neutral	agrees	disagrees	agrees	neutral	neutral	agrees	agrees	0.0227577905493623	0.7453835892487756	0.2318586202018621	2_3_t23	False	agree	2
507	507	2	3	t24	I call it a carbon fee because you would give all of the money to the public, a dividend to each legal resident.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.0009319610440089	0.0062527252717502	0.9928153136842408	2_3_t24	False	neutral	1
508	508	2	3	t25	63% of all human-generated carbon emissions have been produced in the past 25 years; that is, nearly two-thirds have been emitted since the first warnings were sounded about what was then called “ global warming ”.	agrees	neutral	disagrees	agrees	neutral	neutral	agrees	agrees	0.0234098002781337	0.7521749610850818	0.2244152386367844	2_3_t25	False	agree	2
509	509	2	3	t26	Humans are causing climate change by increasing their carbon-dioxide levels.	agrees	agrees	agrees	agrees	neutral	neutral	agrees	agrees	0.0016274680039859	0.9617623050480486	0.0366102269479654	2_3_t26	False	agree	2
510	510	2	3	t27	Global warming skeptics may have a point or two after all.	disagrees	disagrees	agrees	neutral	disagrees	disagrees	disagrees	agrees	0.9289957953296476	0.0678690025226251	0.0031352021477274	2_3_t27	False	disagree	0
511	511	2	3	t28	The world is still failing to put the global energy system onto a more sustainable path.	agrees	neutral	agrees	neutral	neutral	neutral	agrees	agrees	0.0030069243538648	0.7630217821896739	0.2339712934564613	2_3_t28	False	agree	2
512	512	2	3	t29	The alleged “ consensus ” behind the dangers of anthropogenic global warming is not nearly as settled among climate scientists as people imagine.	disagrees	neutral	disagrees	neutral	disagrees	neutral	disagrees	disagrees	0.9227901289567234	0.0026749495500361	0.0745349214932405	2_3_t29	False	disagree	0
513	513	2	3	t3	Global warming is beneficial to the welfare and business.	disagrees	disagrees	agrees	neutral	disagrees	disagrees	disagrees	disagrees	0.9920615693195144	0.0062941213764115	0.0016443093040741	2_3_t3	False	disagree	0
514	514	2	3	t30	We need to “ do the math, ” which is to take the known fossil fuel reserves that oil and gas companies expect to tap and add that to the carbon already trapped in the atmosphere.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	0.0027926278020988	0.8255206337080809	0.1716867384898203	2_3_t30	False	agree	2
515	515	2	3	t31	The average global land temperature has risen by about 1 degree Celsius since the mid-1950s.	agrees	neutral	neutral	agrees	neutral	neutral	neutral	agrees	0.0030035673190845	0.1937394407372473	0.8032569919436681	2_3_t31	False	neutral	1
516	516	2	3	t32	The study sees a correlation but did not do the rigorous statistical and computer analysis to show that the cause of the wind changes are natural-the kind of analysis done when scientists attribute weather extremes to global warming.	disagrees	disagrees	disagrees	neutral	neutral	neutral	disagrees	neutral	0.7527729424540325	0.0037820004730992	0.2434450570728683	2_3_t32	False	disagree	0
517	517	2	3	t33	So if you are raising livestock and producing a lot of carbon dioxide with your farm equipment and the exhaust from the animals, then you would pay a fee on that and it would be reflected in the price of meat, reflected in the price of fish, reflected in the price of peanuts.	neutral	agrees	agrees	disagrees	neutral	neutral	neutral	neutral	0.0063751556923163	0.0791644338208004	0.9144604104868832	2_3_t33	False	neutral	1
518	518	2	3	t34	The Arctic permafrost — and its stored carbon — may not be as permanently frosted as its name implies.	disagrees	disagrees	agrees	neutral	neutral	neutral	neutral	neutral	0.1898569580484061	0.0215920853801474	0.7885509565714465	2_3_t34	False	neutral	1
519	519	2	3	t35	Major glaciers that are part of the West Antarctic Ice Sheet appear to have become irrevocably destabilized.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0004543445700619	0.9988118959802178	0.0007337594497202	2_3_t35	False	agree	2
521	521	2	3	t37	Global warming is already making it worse.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0004337674540435	0.9988264120574902	0.0007398204884661	2_3_t37	False	agree	2
522	522	2	3	t38	Last month was the hottest May globally.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	0.0014094445905555	0.0215539338509793	0.9770366215584648	2_3_t38	False	neutral	1
523	523	2	3	t39	— Climate change is causing significant social unrest — is one that is being repeated with greater frequency by leading proponents of the theory humans are primarily responsible for causing global warming.	agrees	agrees	disagrees	agrees	neutral	agrees	neutral	agrees	0.0197697427639278	0.8313518403856941	0.148878416850378	2_3_t39	False	agree	2
525	525	2	3	t5	Satellite photographs may suggest an area is completely clear of ice, but there is still a chance that a ship will encounter drifts of ice.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0004436421356535	0.0005776367517386	0.9989787211126078	2_3_t5	False	neutral	1
526	526	2	3	t6	Earth is about to go through an extensive global cooling period.	agrees	agrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	0.8864813939526213	0.1101094647980379	0.0034091412493407	2_3_t6	False	disagree	0
527	527	2	3	t7	Increasing the use of wind will actually increase our emissions of carbon dioxide.	disagrees	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	0.0727827820175208	0.0026969233567641	0.9245202946257152	2_3_t7	False	neutral	1
528	528	2	3	t8	If we look at the big picture, not only are the economic benefits [ of fossil fuels ] overwhelmingly positive, but the environmental benefits are overwhelmingly positive.	neutral	neutral	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	0.9223953201906322	0.0065303636774773	0.0710743161318903	2_3_t8	False	disagree	0
529	529	2	3	t9	Earth&apos;s sea level was on a downward trend until the industrial age.	neutral	agrees	disagrees	neutral	neutral	agrees	neutral	agrees	0.0259476859762464	0.4551547998258821	0.5188975141978714	2_3_t9	False	neutral	1
535	535	2	4	t0	The CRVT is the first iteration of a carbon risk tool and presently only offers a somewhat generalized analysis.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017314209506405	0.0016284140502597	0.9966401649990998	2_4_t0	False	neutral	1
536	536	2	4	t1	It’s a primary contributor to the global warming that we see.	agrees	agrees	neutral	agrees	agrees	agrees	neutral	neutral	0.0028597772393696	0.9262045409206114	0.0709356818400188	2_4_t1	False	agree	2
537	537	2	4	t10	Global warming has added more moisture to the atmosphere, such that for any storm event, including Sandy, there will be more precipitation as a consequence.	agrees	neutral	agrees	neutral	agrees	agrees	neutral	neutral	0.0043865839057924	0.6376612756092676	0.3579521404849401	2_4_t10	False	agree	2
538	538	2	4	t11	It’s a credible scientific case for the man-made global warming scare theory.	agrees	agrees	neutral	neutral	disagrees	agrees	agrees	neutral	0.1096652762146508	0.6018486575926102	0.2884860661927389	2_4_t11	False	agree	2
539	539	2	4	t12	About half the population of Cambridge, Massachusetts, across the Charles River from Boston and home to Harvard and MIT, could be locked in to a future below sea level by the early 2060s.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	neutral	0.0027920754702265	0.9346706110363572	0.0625373134934163	2_4_t12	False	agree	2
540	540	2	4	t13	There is such a tight relationship between sea level and temperature.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0012904820092338	0.0022716221138883	0.996437895876878	2_4_t13	False	neutral	1
541	541	2	4	t14	Any warming that may occur is likely to be modest and cause no net harm to the global environment or to human well-being.	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	0.9785248963696916	0.0028844480057723	0.0185906556245358	2_4_t14	False	disagree	0
542	542	2	4	t15	Only 16 percent of Republicans say they worry a great deal about global warming.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017964700993103	0.0016131509034602	0.9965903789972296	2_4_t15	False	neutral	1
543	543	2	4	t16	Global warming, i.e. Climate Change, is not about environmental or politics.	agrees	neutral	neutral	neutral	neutral	disagrees	agrees	neutral	0.1009076922970892	0.0766377263697958	0.822454581333115	2_4_t16	False	neutral	1
544	544	2	4	t17	The evidence against “ man-made global warming ” theory is growing stronger and Republicans, being more skeptical of the mainstream media, and being better-informed generally, have been quicker to grasp the truth than Democrats.	disagrees	disagrees	neutral	agrees	disagrees	disagrees	neutral	neutral	0.8448718215933962	0.0683294190837942	0.0867987593228095	2_4_t17	False	disagree	0
545	545	2	4	t18	Carbon dioxide is coming out of your nose right now.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0018222236640442	0.001662302918316	0.9965154734176396	2_4_t18	False	neutral	1
546	546	2	4	t19	Economic growth and poverty reduction will slow down and global food prices will rise between 3 and 84 percent by 2050 because of warmer temperatures and changes in rain patterns, according to documents obtained by The Associated Press.	agrees	neutral	agrees	neutral	agrees	neutral	neutral	neutral	0.0044652968066043	0.3599126220264656	0.6356220811669301	2_4_t19	False	neutral	1
547	547	2	4	t2	A global temperature increase of even 2 degrees Celsius would be enough to produce catastrophic climate effects.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0009044835727706	0.9978607451908345	0.0012347712363949	2_4_t2	False	agree	2
548	548	2	4	t20	There is hardly any old, multi-year ice left.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.00229303233497	0.0187986127304076	0.9789083549346222	2_4_t20	False	neutral	1
549	549	2	4	t21	The Greenland ice sheet seems to have survived a previous warm period in Earth’s history — the Eemian period.	neutral	neutral	neutral	neutral	neutral	disagrees	disagrees	neutral	0.0789008616834074	0.0039804386215696	0.9171186996950228	2_4_t21	False	neutral	1
550	550	2	4	t22	"The United States would have lost $3 trillion dollars in the deal, even while we experience a ""global greening"" of reforestation."	neutral	neutral	agrees	neutral	disagrees	disagrees	disagrees	neutral	0.3564050710399315	0.0379208245884135	0.6056741043716548	2_4_t22	False	neutral	1
551	551	2	4	t23	Natural events such as storms, floods, and droughts happen anyway and it is hard to blame particular occurrences on global warming.	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	agrees	disagrees	0.9903369285362869	0.002172788338303	0.0074902831254102	2_4_t23	False	disagree	0
552	552	2	4	t24	It’s only a temporary Band-Aid covering a problem that will persist essentially forever, actually hundreds of thousands of years for fossil fuel CO2 to finally go away naturally.	neutral	agrees	agrees	agrees	disagrees	agrees	disagrees	neutral	0.1157960004925166	0.7366820327501462	0.1475219667573372	2_4_t24	False	agree	2
553	553	2	4	t25	The United Nations could be wiped off the face of the earth by rising sea levels if global warming is not reversed by the year 2030.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007596106703506	0.998447192029442	0.0007931973002072	2_4_t25	False	agree	2
554	554	2	4	t26	It’s just a trick created by pretending that all the scientists who agree that humans make a contribution to global warming (ie almost everyone).	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	0.9912716578109132	0.0015223491896631	0.0072059929994236	2_4_t26	False	disagree	0
555	555	2	4	t27	The greatest number of polar bear attacks occurred in the partial decade of 2010— 2014, which is characterized by historically low summer sea ice extent and long ice-free periods.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	0.0030951373583795	0.0662927609686476	0.9306121016729728	2_4_t27	False	neutral	1
556	556	2	4	t28	In addition, our oceans absorb about 25 % of the carbon dioxide.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0012662013928528	0.0022292728292858	0.9965045257778614	2_4_t28	False	neutral	1
557	557	2	4	t29	The Obama administration plans to cut a national average of 32 percent of carbon dioxide emissions by 2030 from power plants’ 2005 levels.	agrees	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0029806097219125	0.0512829790896596	0.945736411188428	2_4_t29	False	neutral	1
558	558	2	4	t3	It is not feasible to wait for a global agreement on climate change, on the lines of the Kyoto protocol.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0043140777384821	0.3550518575263753	0.6406340647351426	2_4_t3	False	neutral	1
559	559	2	4	t30	There is a humanitarian imperative to meeting these growing global energy needs.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017430828103017	0.0015657325078966	0.9966911846818016	2_4_t30	False	neutral	1
560	560	2	4	t31	The effects of climate change are accelerating, particularly in the Arctic region and on mountain glaciers that impact critical watersheds.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0009030203042657	0.997901757306072	0.0011952223896622	2_4_t31	False	agree	2
561	561	2	4	t32	Energy costs will increase not only because of the tax, but also because energy companies will raise prices across the board knowing that all consumers have more money to spend, thanks to carbon-tax dividends.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0012561983065954	0.0021624270002701	0.9965813746931343	2_4_t32	False	neutral	1
563	563	2	4	t34	The sun’s changes will give Earth “ 30 years ” to come up with a solution to global warming.	agrees	neutral	neutral	neutral	agrees	agrees	disagrees	neutral	0.006501216632746	0.4986375428846223	0.4948612404826318	2_4_t34	False	agree	2
565	565	2	4	t36	The Earth could be heading for a new “ little ice age ” as solar activity drops once again.	agrees	neutral	agrees	agrees	agrees	neutral	disagrees	agrees	0.0053126340384328	0.8096425061648199	0.1850448597967472	2_4_t36	False	agree	2
566	566	2	4	t37	Global warming would harm “ future generations ” either a moderate amount or a great deal.	agrees	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	0.0012901031197353	0.9978021989290228	0.0009076979512419	2_4_t37	False	agree	2
567	567	2	4	t38	The forests of the western United States account for 20% to 40% of total US carbon sequestration.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017785090079698	0.0015133283664375	0.9967081626255928	2_4_t38	False	neutral	1
568	568	2	4	t39	Global warming has stalled.	neutral	disagrees	disagrees	neutral	neutral	disagrees	neutral	disagrees	0.6602599198067464	0.0047175040934969	0.3350225760997566	2_4_t39	False	disagree	0
569	569	2	4	t4	Burning fossil fuels will indeed result in catastrophic climate change.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0008955322839901	0.9978792678131044	0.0012251999029054	2_4_t4	False	agree	2
571	571	2	4	t6	Scientists agree that future storms will be slightly stronger because of global warming and that sea level is rising faster than researchers once thought.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	0.0042688601498015	0.2609663546341564	0.7347647852160422	2_4_t6	False	neutral	1
573	573	2	4	t8	A Yale report had a significant effect on public beliefs in global warming and trust in scientists.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0010892861491532	0.0014259686080354	0.9974847452428112	2_4_t8	False	neutral	1
580	580	2	5	t0	What’s happening there is a microcosm of a global trend: 90 percent of the world’s coral will be at risk of disappearance by 2030, thanks primarily to ocean acidification and global warming, both products of greenhouse gases released by human activity.	agrees	neutral	agrees	agrees	agrees	disagrees	agrees	agrees	0.0034885206898589	0.995191115510068	0.001320363800073	2_5_t0	False	agree	2
581	581	2	5	t1	Zharkova’s very possible global temperature will drop in a manner similar to when solar activity was last at Zharkova’s projected levels, in the mid-1700s, when much of the world experienced a so-called “ mini ice age.“	neutral	agrees	neutral	disagrees	agrees	neutral	neutral	disagrees	0.517315352001873	0.0274858689034395	0.4551987790946875	2_5_t1	False	disagree	0
582	582	2	5	t10	The window on keeping global warming below 1.5 degrees C is closing rapidly and the current emissions pledges made by signatories to the Paris Agreement do not add up to us achieving that goal.	agrees	neutral	agrees	agrees	agrees	disagrees	neutral	agrees	0.0081321600868811	0.9676247444044396	0.0242430955086793	2_5_t10	False	agree	2
583	583	2	5	t11	The dramatic warming of the Arctic is, in turn, slowing down the hemisphere-sized loopings of the jet stream — with very similar consequences.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	0.0030559842762776	0.9666547938317508	0.0302892218919716	2_5_t11	False	agree	2
585	585	2	5	t13	By the end of the century the chance of Sandy-level flooding in Lower Manhattan in any given year increases to 50 percent.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0061667681598186	0.2421704772524948	0.7516627545876865	2_5_t13	False	neutral	1
586	586	2	5	t14	Whatever environmentalists may hope, the Obama White House and congressional Democrats are unlikely to make global warming a top issue in 2013 or 2014.	neutral	disagrees	neutral	disagrees	neutral	agrees	neutral	neutral	0.2071707008100848	0.0062330295785808	0.7865962696113343	2_5_t14	False	neutral	1
587	587	2	5	t15	Rising global temperatures during the 19th and 20th centuries may be linked to greater plant photosynthesis.	neutral	neutral	disagrees	neutral	neutral	disagrees	neutral	disagrees	0.2789628205515243	0.002537380764123	0.7184997986843527	2_5_t15	False	neutral	1
588	588	2	5	t16	The majority of Miami Beach is a flood zone.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0012726945961415	0.0018222832690185	0.9969050221348398	2_5_t16	False	neutral	1
589	589	2	5	t17	Summer sea ice in the Arctic will disappear sometime this century.	neutral	neutral	agrees	agrees	neutral	disagrees	neutral	neutral	0.0173832179539568	0.2681246349081441	0.7144921471378989	2_5_t17	False	neutral	1
590	590	2	5	t18	Expansion of high carbon projects such as the proposed Keystone XL tar sands pipeline will undermine the good work being done in local communities across the country to fight climate change and reduce our dependence on oil.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	0.0024338834357783	0.980332334893202	0.0172337816710196	2_5_t18	False	agree	2
591	591	2	5	t19	In a worst-case global warming scenario, corn, cotton, and soy-bean yields could decrease by 80 percent by 2100.	agrees	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.0055568970502704	0.1710229138139646	0.8234201891357649	2_5_t19	False	neutral	1
592	592	2	5	t2	Such gases, mainly CO2 from the burning of fossil fuels, rose on average by 2.2 percent a year in 2000-2010, driven by the use of coal in the power sector.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	neutral	0.0065571265515364	0.3048514790565181	0.6885913943919455	2_5_t2	False	neutral	1
593	593	2	5	t20	It is more certain than ever that humans are causing global warming.	agrees	disagrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0019200559677768	0.9975297429187522	0.000550201113471	2_5_t20	False	agree	2
594	594	2	5	t21	Levels of carbon dioxide and methane, the two most influential of greenhouse gases, reached record highs in 2011.	agrees	neutral	agrees	agrees	agrees	neutral	neutral	agrees	0.0031150682658843	0.9615422639129496	0.0353426678211662	2_5_t21	False	agree	2
595	595	2	5	t22	Two-thirds of Himalayan glaciers, the world’s “ Third Pole ”, could melt by 210.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	neutral	0.0066253058184832	0.5171201618158959	0.4762545323656209	2_5_t22	False	agree	2
596	596	2	5	t23	This, the authors conclude, augurs ill for human populations if “ global warming ” ever seriously takes off.	disagrees	neutral	neutral	disagrees	agrees	agrees	neutral	neutral	0.6781414460184819	0.0293267138513385	0.2925318401301796	2_5_t23	False	disagree	0
597	597	2	5	t24	We appreciated that a planet running a fever is just like a person running a fever, which is to say it has a whole lot of other symptoms: in this case, droughts, floods, wildfires, habitat disruption, sea level rise, species loss, crop death and more.	agrees	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	0.1297909127491131	0.8655919948758988	0.004617092374988	2_5_t24	False	agree	2
598	598	2	5	t25	In the last 10 years the surface of Greenland’s ice sheet has considerably darkened during the melt season, which in some areas is now between 6 and 11 days longer per decade than it is 40 years ago.	neutral	disagrees	agrees	neutral	agrees	neutral	neutral	neutral	0.0089358349231812	0.0677034765965279	0.9233606884802908	2_5_t25	False	neutral	1
599	599	2	5	t26	You could do everything possible to minimize your own carbon footprint.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0052513610921055	0.8453281105633317	0.1494205283445627	2_5_t26	False	agree	2
600	600	2	5	t27	Human activity contributes to global warming.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	0.0023476549547132	0.9814938504600652	0.0161584945852214	2_5_t27	False	agree	2
601	601	2	5	t28	But we are looking at carbon the same way we look at every pollutant under the Clean Air Act.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008758222943402	0.0005667598043511	0.9985574179013084	2_5_t28	False	neutral	1
603	603	2	5	t3	Greenland is not only melting.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	neutral	0.0066079411219452	0.4357661294832224	0.5576259293948324	2_5_t3	False	neutral	1
604	604	2	5	t30	The end goal of this scheme is global governance with the creeps who polluted Copenhagen with their presence as our future overlords.	neutral	neutral	neutral	disagrees	disagrees	neutral	neutral	agrees	0.4169895465098524	0.032410323806277	0.5506001296838704	2_5_t30	False	neutral	1
605	605	2	5	t31	The extent of sea ice for September 2013 is far lower than the 1981-2010 average, by two standard deviations.	agrees	agrees	agrees	neutral	disagrees	neutral	neutral	neutral	0.0499706426180638	0.2904876096298234	0.6595417477521127	2_5_t31	False	neutral	1
606	606	2	5	t32	Many want us to switch to “ green ” energies like solar and wind so we can move away from fossil fuels.	neutral	agrees	neutral	neutral	neutral	agrees	neutral	agrees	0.00370759254014	0.0406363982655732	0.9556560091942866	2_5_t32	False	neutral	1
607	607	2	5	t33	Unfortunately, the Trump administration has become a rogue outlier in its shortsighted attempt to prop up the dirty fossil fuel industries of the past.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	0.002359531310212	0.9801917397296402	0.0174487289601477	2_5_t33	False	agree	2
608	608	2	5	t34	A fossil fuel revolution is aborning.	neutral	neutral	neutral	neutral	agrees	neutral	agrees	neutral	0.0040156119942075	0.0642519863462078	0.9317324016595846	2_5_t34	False	neutral	1
609	609	2	5	t35	Rising sea levels allowed tsunamis to reach much further inland, significantly increasing the risk of floods.	neutral	neutral	agrees	neutral	agrees	neutral	neutral	neutral	0.004004354166237	0.0605734307634046	0.9354222150703584	2_5_t35	False	neutral	1
610	610	2	5	t36	That means methane may be a bigger global warming issue than thought.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	neutral	0.0046259254086328	0.8889731887436497	0.1064008858477173	2_5_t36	False	agree	2
611	611	2	5	t37	This will help us begin to more concretely talk about what’s already happening at the state and local level to reduce carbon emissions in the electricity sector.	neutral	disagrees	agrees	agrees	agrees	neutral	neutral	agrees	0.0124490501497078	0.7550166151643299	0.2325343346859622	2_5_t37	False	agree	2
612	612	2	5	t38	The Keystone XL pipeline-enabled production of tar sands oil would create as much as 5.3 billion metric tons of carbon dioxide-equivalent by 2050.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0009003319404653	0.0005779084244677	0.998521759635067	2_5_t38	False	neutral	1
614	614	2	5	t4	The standard global warming narrative is stale and alienating — and perhaps worst of all, stuck in the technical weeds.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9996963156366128	0.0001598569668703	0.0001438273965167	2_5_t4	False	disagree	0
615	615	2	5	t5	The release of the anthropogenic greenhouse gases contributed to 90 percent or even higher of the observed increase in the global average temperature in the past 50 years.	agrees	neutral	agrees	agrees	agrees	neutral	neutral	neutral	0.0050832723250211	0.8401523273890742	0.1547644002859045	2_5_t5	False	agree	2
616	616	2	5	t6	The threat to humanity comes more from global warming policies.	disagrees	neutral	agrees	disagrees	agrees	neutral	disagrees	disagrees	0.9660086954718192	0.0300450620177969	0.0039462425103837	2_5_t6	False	disagree	0
617	617	2	5	t7	By facilitating the exploitation of particularly carbon-dense Canadian tar sands, Canada will substantially increase greenhouse gas emissions into the atmosphere.	neutral	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0032193547593871	0.0293517968671997	0.9674288483734133	2_5_t7	False	neutral	1
